Employee_ID,Department,Gender,Age,Education_Level,Years_at_Company,Job_Role,Monthly_Income,Training_Hours,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Score,Absenteeism_Days,Promotion_in_Last_5Years
7900,HR,Female,43,High School,0,Manager,89141.2,55,No,4,1,5,2,0
7901,IT,Male,36,Master,22,Manager,76260.65,18,No,1,2,4,27,0
7902,Finance,Female,39,PhD,11,Engineer,45782.17,18,No,4,3,4,14,0
7903,IT,Female,46,Bachelor,26,Analyst,90954.52,8,No,4,4,2,20,0
7904,Finance,Female,50,Master,19,Engineer,109584.8,10,No,3,2,5,15,0
7905,HR,Female,53,Master,8,Engineer,85851.58,12,No,1,1,3,5,0
7906,Sales,Female,24,Bachelor,3,Analyst,122629.5,11,No,4,1,3,28,0
7907,IT,Male,44,Master,20,Consultant,44816.98,75,No,2,2,5,12,0
7908,IT,Female,44,Master,12,Engineer,50699.32,1,No,1,1,3,2,0
7909,Finance,Male,51,Bachelor,17,Engineer,25094.36,17,No,1,1,2,19,0
7910,Finance,Female,39,High School,22,Engineer,38174.63,99,No,3,1,4,0,0
7911,Operations,Male,52,Bachelor,1,Engineer,148061.41,65,No,1,2,2,26,0
7912,Operations,Female,49,Master,15,Consultant,29289.19,41,No,4,2,1,27,0
7913,Finance,Female,30,PhD,16,Analyst,146538.15,14,Yes,3,4,3,20,0
7914,Finance,Female,39,PhD,17,Manager,37090.82,84,Yes,2,3,1,20,0
7915,Marketing,Male,25,Bachelor,17,Analyst,52886.74,26,No,1,3,2,17,0
7916,HR,Male,38,High School,28,Consultant,119866.29,55,No,4,3,2,18,1
7917,Sales,Female,36,Bachelor,4,Manager,133985.6,92,No,1,1,1,23,1
7918,Sales,Male,24,PhD,12,Manager,102038.1,77,Yes,2,1,3,27,0
7919,Sales,Male,28,High School,27,Consultant,107346.27,96,Yes,2,2,2,23,0
7920,Marketing,Male,31,High School,0,Executive,82646.17,79,Yes,3,3,2,17,0
7921,Operations,Male,39,Bachelor,18,Consultant,108639.76,88,Yes,3,3,5,12,1
7922,Operations,Male,38,High School,25,Consultant,37565.52,78,No,1,3,1,7,0
7923,Sales,Male,24,High School,7,Manager,35564.73,1,No,1,1,3,12,0
7924,Sales,Male,34,Master,24,Manager,20107.43,63,Yes,1,4,2,3,0
7925,IT,Female,55,Master,14,Engineer,88836.96,76,Yes,3,1,3,6,1
7926,Marketing,Female,42,Bachelor,15,Manager,127349.81,96,Yes,3,3,1,19,0
7927,IT,Male,26,Bachelor,7,Engineer,32528.75,82,No,2,3,2,23,1
7928,Finance,Male,40,PhD,14,Consultant,34108.91,24,No,3,2,4,21,0
7929,HR,Male,41,PhD,0,Consultant,140428.75,42,No,2,3,3,5,0
7930,Sales,Female,42,PhD,22,Consultant,40783.67,69,No,3,3,2,24,0
7931,Operations,Male,38,Bachelor,21,Manager,114362.22,34,No,4,4,3,11,0
7932,Finance,Male,42,Master,16,Executive,40167.09,13,No,3,4,5,13,0
7933,HR,Female,40,High School,24,Manager,84739.37,65,No,4,2,4,24,0
7934,Operations,Female,52,High School,8,Executive,112932.55,14,No,1,4,2,15,0
7935,Finance,Male,37,High School,1,Analyst,145034.81,65,No,2,2,1,24,0
7936,Finance,Male,30,High School,15,Engineer,139447.03,95,No,4,3,3,18,0
7937,Operations,Male,39,Master,29,Manager,29350.23,99,No,1,2,3,10,0
7938,Sales,Female,39,High School,26,Manager,117674.82,97,No,3,1,1,2,1
7939,Marketing,Male,40,Master,1,Analyst,141166.73,35,No,2,1,2,8,0
7940,Finance,Male,32,Master,2,Consultant,89109.16,89,No,2,1,2,22,0
7941,HR,Female,29,PhD,22,Executive,114816.06,24,No,1,2,2,8,0
7942,IT,Female,34,Master,16,Engineer,105599.59,48,No,1,4,3,22,0
7943,Marketing,Male,33,Master,5,Consultant,103502.13,62,No,4,2,4,29,0
7944,Marketing,Female,44,Master,27,Analyst,71016.9,48,No,2,4,5,4,1
7945,Sales,Male,47,PhD,27,Engineer,63673.06,69,Yes,1,3,4,0,0
7946,Operations,Male,21,Bachelor,8,Engineer,28076.97,37,Yes,4,3,1,16,0
7947,HR,Female,22,Bachelor,18,Engineer,34643.2,7,No,4,4,1,16,1
7948,HR,Male,32,Bachelor,9,Manager,53550.84,3,Yes,3,4,3,25,0
7949,HR,Female,38,PhD,28,Manager,21131.56,71,No,4,2,3,8,0
7950,IT,Female,29,High School,26,Analyst,32158.73,12,Yes,1,1,4,13,1
7951,Marketing,Female,53,Master,16,Engineer,121588.74,40,No,3,3,1,2,0
7952,IT,Female,52,Master,22,Manager,122671.41,3,No,2,4,5,17,1
7953,Finance,Male,25,Master,17,Manager,70086.4,70,No,3,4,4,3,0
7954,Operations,Male,51,High School,15,Manager,113452.11,39,No,1,1,1,3,0
7955,Marketing,Male,48,Master,3,Engineer,109377.8,47,No,3,2,4,7,0
7956,IT,Female,39,PhD,10,Analyst,52571.11,16,No,3,3,3,20,0
7957,Marketing,Male,34,PhD,29,Analyst,41124.47,35,No,4,4,3,29,0
7958,Marketing,Female,58,Master,7,Consultant,41866.08,67,No,1,3,4,23,0
7959,IT,Female,37,PhD,20,Executive,93942.18,72,Yes,3,4,3,11,0
7960,Sales,Female,29,Master,9,Executive,36548.52,44,No,3,2,2,13,0
7961,IT,Male,22,Master,17,Executive,25991.42,45,No,4,1,4,8,0
7962,Finance,Male,37,High School,27,Manager,22655.73,79,No,2,1,5,23,0
7963,Marketing,Male,44,Master,17,Analyst,73021.4,68,No,2,1,5,23,0
7964,HR,Female,59,Bachelor,29,Engineer,50312.94,36,No,3,2,3,24,0
7965,HR,Female,57,PhD,2,Consultant,119603.73,69,Yes,4,3,3,2,0
7966,Operations,Male,37,Master,17,Manager,84696.55,77,No,3,2,4,3,0
7967,Finance,Male,44,PhD,2,Manager,126685.2,54,Yes,3,1,3,20,0
7968,Marketing,Female,59,PhD,18,Engineer,137248.46,66,No,3,4,2,28,0
7969,HR,Male,25,High School,5,Consultant,67842.77,13,No,1,1,3,2,0
7970,Sales,Female,23,Master,7,Analyst,106272.41,74,No,3,4,5,8,0
7971,Finance,Female,27,High School,14,Analyst,58804.13,8,No,1,4,1,12,0
7972,Marketing,Male,37,PhD,26,Engineer,42585.67,49,Yes,4,2,4,13,0
7973,Finance,Female,46,PhD,26,Engineer,139499.51,5,No,3,1,2,11,1
7974,Finance,Male,55,Bachelor,28,Analyst,145030.42,99,No,2,3,5,20,0
7975,IT,Male,38,PhD,22,Executive,66677.7,96,No,2,3,4,18,0
7976,Sales,Male,35,Bachelor,20,Engineer,109914.26,51,Yes,4,3,3,17,0
7977,Sales,Male,46,High School,17,Engineer,33490.61,54,No,1,2,1,13,0
7978,HR,Female,39,PhD,1,Executive,51122.45,50,Yes,2,3,1,29,0
7979,Sales,Male,46,Master,4,Executive,121666.27,22,No,1,2,5,17,0
7980,HR,Female,42,Bachelor,13,Manager,74274.34,83,Yes,1,2,4,16,0
7981,Operations,Male,24,Master,19,Executive,110930.89,48,Yes,1,4,3,1,0
7982,Sales,Male,56,Bachelor,1,Consultant,46701.14,22,Yes,4,4,1,26,0
7983,Finance,Female,48,Bachelor,6,Consultant,145789.1,59,No,3,4,3,28,0
7984,Finance,Male,40,Bachelor,20,Analyst,89396.08,17,Yes,2,4,3,1,0
7985,IT,Male,48,Master,18,Manager,47641.7,2,No,4,2,4,4,0
7986,Marketing,Male,52,PhD,11,Manager,44040.86,1,No,2,3,5,28,1
7987,Sales,Male,23,PhD,27,Manager,20960.61,57,Yes,3,2,3,24,0
7988,HR,Female,53,Master,28,Manager,97227.4,56,Yes,1,2,5,27,1
7989,Marketing,Male,37,Master,26,Manager,143742.55,16,No,4,1,1,2,0
7990,Sales,Female,34,Master,11,Analyst,146829.66,5,No,1,3,1,6,0
7991,Sales,Male,32,Master,16,Analyst,20411.76,27,No,3,4,1,5,0
7992,HR,Male,21,Master,20,Manager,137575.06,78,No,2,1,4,16,0
7993,Sales,Male,42,Bachelor,9,Engineer,66446.33,60,Yes,4,4,4,2,0
7994,HR,Female,33,Master,17,Executive,110699.8,24,No,4,3,5,11,0
7995,Operations,Male,47,Master,28,Consultant,145138.83,11,No,3,1,5,23,0
7996,Marketing,Male,47,PhD,14,Analyst,110908.65,52,Yes,2,1,3,14,1
7997,IT,Male,51,High School,27,Consultant,80309.69,68,No,3,1,3,20,1
7998,Operations,Female,44,Master,7,Consultant,86227.86,89,No,1,4,2,15,0
7999,Marketing,Male,49,Bachelor,5,Executive,103872.31,46,Yes,4,4,3,24,0
8000,IT,Female,59,PhD,9,Manager,83649.01,3,No,3,1,3,5,0
8001,HR,Male,30,Master,7,Engineer,120396.79,63,Yes,4,3,5,3,1
8002,HR,Female,39,High School,13,Manager,23497.17,40,No,3,3,3,16,0
8003,Sales,Male,47,PhD,19,Analyst,89005.59,77,Yes,3,1,2,1,1
8004,Operations,Male,57,Master,25,Executive,63813.97,40,No,1,3,1,5,0
8005,IT,Male,30,Bachelor,19,Engineer,110741.29,33,No,3,3,5,10,0
8006,HR,Female,56,PhD,13,Executive,136473.21,78,Yes,1,3,3,23,0
8007,Marketing,Male,45,High School,1,Consultant,48446.99,91,No,4,4,1,4,0
8008,HR,Male,29,Bachelor,25,Engineer,80443.6,78,Yes,4,1,4,26,1
8009,Sales,Female,27,PhD,9,Consultant,23171.22,66,Yes,4,2,5,12,0
8010,Sales,Female,58,PhD,7,Engineer,141593.92,13,No,2,3,4,2,1
8011,Marketing,Female,54,High School,27,Engineer,33691.58,97,No,2,4,1,3,0
8012,Sales,Female,39,High School,10,Analyst,75859.64,80,No,2,3,2,1,0
8013,Finance,Female,38,PhD,13,Executive,30599.19,94,Yes,3,1,1,1,0
8014,IT,Female,37,High School,8,Consultant,97023.39,62,No,2,1,2,16,0
8015,Marketing,Female,54,Master,7,Manager,42536.05,38,Yes,1,2,4,6,0
8016,IT,Male,29,PhD,28,Analyst,69471.51,3,No,1,1,1,24,0
8017,Marketing,Female,58,PhD,26,Manager,106485.86,50,Yes,3,4,1,13,0
8018,Sales,Male,47,PhD,21,Consultant,68401.97,52,Yes,2,2,3,13,1
8019,Finance,Female,57,PhD,11,Manager,133356.53,19,No,2,2,4,12,1
8020,Finance,Male,41,PhD,16,Engineer,35884.63,67,Yes,2,2,1,18,0
8021,HR,Male,37,High School,28,Executive,112015.36,79,No,4,2,4,2,0
8022,HR,Female,56,Bachelor,24,Executive,96097.18,8,Yes,4,1,5,7,1
8023,IT,Female,35,High School,17,Analyst,27955.77,71,No,2,2,2,16,0
8024,HR,Male,42,Bachelor,8,Consultant,85271.73,74,No,1,4,2,19,0
8025,Marketing,Male,26,Bachelor,8,Manager,31695.37,33,No,2,1,1,29,0
8026,IT,Female,21,PhD,28,Manager,22067.08,36,No,1,1,3,23,0
8027,Marketing,Male,30,Bachelor,8,Manager,107689.98,68,Yes,1,1,5,21,0
8028,Sales,Male,31,Master,4,Engineer,66713.12,98,Yes,1,1,4,23,0
8029,HR,Male,25,PhD,13,Consultant,94153.79,99,No,3,3,3,14,1
8030,Marketing,Male,43,High School,3,Consultant,23843.78,23,No,2,3,1,13,0
8031,Finance,Male,43,Master,21,Engineer,89561.57,7,No,4,1,5,5,0
8032,Sales,Female,59,Master,21,Consultant,63506.66,67,No,1,1,5,25,1
8033,HR,Male,47,Bachelor,9,Executive,139215.48,25,No,3,3,1,12,0
8034,Sales,Female,59,Master,19,Manager,81261.84,90,Yes,3,2,3,27,0
8035,Operations,Male,37,Master,13,Engineer,138104.09,44,No,1,2,4,16,0
8036,IT,Male,59,High School,29,Engineer,91476.79,90,No,3,1,3,21,0
8037,Finance,Male,32,High School,17,Manager,128666.33,10,No,3,1,1,13,0
8038,Marketing,Male,23,High School,4,Executive,74128.96,38,Yes,2,4,2,7,0
8039,HR,Male,29,Master,18,Manager,33131.94,59,No,4,3,2,11,0
8040,Marketing,Female,37,Bachelor,6,Consultant,88907.09,4,No,4,4,5,17,0
8041,Sales,Male,35,Master,6,Manager,120692.67,8,No,1,2,3,20,0
8042,Operations,Male,47,PhD,7,Engineer,93903.53,85,No,3,2,2,2,0
8043,Sales,Female,37,PhD,1,Analyst,116915.62,42,No,3,1,4,0,0
8044,IT,Male,28,Master,19,Manager,130708.86,24,No,3,4,5,0,0
8045,Finance,Female,35,Bachelor,13,Executive,123080.11,82,Yes,3,4,5,11,0
8046,Marketing,Female,29,Bachelor,17,Manager,88874.85,2,No,1,4,4,17,0
8047,Sales,Female,36,Bachelor,15,Engineer,62053.64,14,No,2,3,1,9,0
8048,Marketing,Male,52,Master,29,Manager,131325.16,85,Yes,3,1,4,8,0
8049,Marketing,Female,26,Master,21,Manager,72328.58,35,Yes,2,1,1,25,0
8050,Finance,Female,28,Master,23,Manager,27719.22,26,No,2,3,5,23,0
8051,Sales,Female,45,Master,14,Consultant,126783.03,58,No,2,2,3,3,0
8052,HR,Male,47,PhD,1,Engineer,67912.15,76,No,2,3,1,13,0
8053,Marketing,Male,57,Master,19,Analyst,145703.36,76,No,3,3,2,0,0
8054,Operations,Female,59,Master,14,Analyst,44175.42,7,No,1,3,4,1,0
8055,Finance,Male,35,PhD,10,Manager,147253.07,8,No,4,4,4,5,0
8056,IT,Male,49,Bachelor,19,Engineer,130805.75,72,Yes,2,4,3,4,0
8057,Sales,Female,22,PhD,2,Executive,35310.18,30,No,2,3,4,24,0
8058,Sales,Female,51,PhD,6,Consultant,142631.55,53,No,2,4,5,28,0
8059,IT,Female,24,PhD,9,Engineer,99889.68,8,No,1,2,2,12,0
8060,Marketing,Male,46,PhD,18,Consultant,89993.27,57,No,4,1,5,4,0
8061,IT,Male,36,High School,25,Consultant,52219.5,15,Yes,4,2,3,1,0
8062,IT,Male,22,Bachelor,11,Consultant,30690.45,16,Yes,4,1,5,25,0
8063,Marketing,Female,48,Master,15,Consultant,106323.61,8,No,3,4,1,4,1
8064,HR,Female,48,Master,17,Analyst,41866.91,32,No,2,3,3,0,0
8065,Marketing,Female,59,PhD,25,Consultant,115206.11,82,Yes,3,2,2,27,0
8066,HR,Female,44,Master,11,Analyst,141170.38,98,No,3,1,4,11,0
8067,IT,Female,37,High School,24,Manager,106446.25,2,Yes,1,3,3,2,0
8068,Operations,Male,47,PhD,24,Analyst,123529.93,33,No,3,3,5,14,0
8069,HR,Male,41,PhD,6,Engineer,120428.15,64,Yes,4,1,2,27,1
8070,IT,Male,21,High School,24,Executive,143523.98,85,No,3,2,2,6,1
8071,Finance,Female,48,Master,9,Engineer,75583.58,46,No,4,4,2,10,0
8072,Finance,Male,25,Bachelor,29,Engineer,122702.17,17,No,2,1,4,29,0
8073,Finance,Male,40,Master,16,Consultant,125294.54,10,Yes,4,1,5,5,0
8074,Finance,Female,29,Bachelor,13,Executive,139153.85,52,Yes,4,2,2,8,0
8075,Sales,Male,47,PhD,11,Engineer,128403.91,57,Yes,1,2,4,14,0
8076,Marketing,Male,28,Bachelor,22,Engineer,127346.68,67,Yes,1,4,1,15,1
8077,IT,Male,38,Master,15,Engineer,108532.15,40,No,4,3,1,6,0
8078,Finance,Male,27,PhD,12,Manager,119862.89,26,No,4,4,1,20,0
8079,Marketing,Female,45,High School,28,Executive,90617.69,83,Yes,4,3,4,20,0
8080,Marketing,Male,44,High School,13,Engineer,133159.03,70,No,2,2,5,8,1
8081,Finance,Male,46,High School,13,Executive,127647.99,46,No,1,1,1,19,0
8082,HR,Male,30,Bachelor,7,Engineer,103101.44,19,Yes,1,2,2,19,1
8083,Operations,Female,49,Master,12,Consultant,48867.64,12,Yes,3,3,2,15,0
8084,Finance,Male,35,Bachelor,21,Analyst,138762.66,71,No,3,2,4,25,0
8085,HR,Female,58,PhD,21,Analyst,89803.23,32,No,3,4,4,26,0
8086,Sales,Female,59,Master,18,Analyst,51300.86,34,No,3,2,5,8,0
8087,Finance,Male,58,High School,1,Analyst,57265.47,42,No,4,2,4,9,0
8088,Sales,Male,59,Master,26,Executive,52376.73,20,No,3,3,2,11,0
8089,IT,Male,37,Master,17,Analyst,45262.93,44,No,4,2,1,4,0
8090,HR,Female,41,Master,5,Engineer,66224.3,10,No,4,1,1,27,0
8091,HR,Female,40,Master,8,Consultant,43411.94,4,No,1,2,2,28,1
8092,Marketing,Male,45,PhD,21,Manager,105935.54,54,Yes,4,1,2,22,0
8093,HR,Male,24,Master,1,Executive,135961.97,66,No,1,2,1,15,0
8094,Operations,Male,50,Master,28,Executive,97051.84,93,No,2,3,1,17,0
8095,IT,Male,36,PhD,25,Consultant,104370.06,81,No,2,1,1,0,0
8096,Finance,Female,49,PhD,4,Manager,133040.33,60,No,4,1,1,17,0
8097,HR,Male,32,High School,6,Consultant,85562.41,4,No,4,3,3,22,0
8098,HR,Male,37,Bachelor,22,Manager,100770.72,77,No,2,4,4,3,1
8099,Finance,Male,45,Bachelor,0,Analyst,84945.11,74,Yes,1,1,3,13,0
8100,Finance,Male,37,Bachelor,11,Analyst,67220.81,74,No,4,2,1,9,0
8101,Sales,Male,23,PhD,22,Analyst,78809.5,41,No,2,2,2,23,0
8102,Sales,Female,38,High School,7,Manager,63970.04,95,Yes,2,2,2,13,0
8103,Marketing,Female,21,PhD,4,Consultant,121331.49,36,No,3,1,3,1,0
8104,Operations,Male,23,High School,14,Engineer,35650.68,19,No,4,4,2,28,0
8105,Sales,Female,49,Master,24,Engineer,93173.28,79,Yes,4,3,4,13,0
8106,IT,Female,49,High School,7,Consultant,49397.08,5,Yes,4,3,3,20,0
8107,Marketing,Male,34,Bachelor,11,Engineer,78521.66,98,Yes,3,4,5,22,0
8108,Finance,Male,43,High School,14,Engineer,34146.54,10,Yes,4,3,4,18,0
8109,IT,Male,56,PhD,4,Executive,108845.43,87,No,3,3,1,7,0
8110,IT,Female,48,PhD,15,Engineer,125084.96,89,Yes,1,1,1,21,0
8111,Finance,Male,52,Bachelor,15,Analyst,43779.77,38,No,4,4,5,9,0
8112,Finance,Female,34,Master,7,Consultant,129338.81,51,No,2,2,5,12,0
8113,Sales,Female,34,Master,8,Analyst,103284.01,67,No,4,4,4,13,0
8114,Operations,Female,21,High School,8,Manager,112282.51,69,No,2,3,4,0,0
8115,Operations,Male,34,Master,0,Manager,96501.17,35,No,3,2,3,27,0
8116,Sales,Male,23,High School,8,Engineer,81821.5,56,Yes,2,1,5,22,0
8117,Sales,Female,36,Bachelor,22,Engineer,75468.63,54,No,3,1,2,12,0
8118,Operations,Female,24,Master,14,Engineer,89559.61,91,No,1,1,2,4,0
8119,Marketing,Male,34,PhD,14,Executive,61562.19,59,Yes,1,4,4,3,0
8120,Marketing,Female,50,Master,17,Consultant,43399.36,63,No,1,2,3,7,0
8121,Finance,Female,55,Bachelor,16,Consultant,34839.52,70,Yes,4,2,4,9,0
8122,Operations,Female,31,High School,27,Executive,133030.77,99,Yes,4,2,3,7,0
8123,Marketing,Female,44,High School,21,Manager,25828.83,2,No,1,3,2,27,0
8124,Finance,Female,47,PhD,20,Manager,103291.8,77,Yes,1,3,2,22,0
8125,HR,Male,24,Bachelor,20,Executive,23519.25,47,Yes,1,3,1,4,1
8126,HR,Female,40,High School,15,Analyst,140806.27,79,Yes,3,2,4,20,0
8127,HR,Female,51,Master,24,Executive,105244.49,72,No,2,3,5,23,0
8128,Marketing,Female,47,High School,28,Engineer,131722.05,94,No,4,3,2,12,1
8129,IT,Male,33,Bachelor,0,Manager,46633.62,73,No,3,4,4,16,0
8130,Finance,Male,38,Bachelor,14,Analyst,141806.62,34,Yes,3,4,2,16,0
8131,Finance,Female,58,Bachelor,6,Manager,121373.28,82,Yes,4,3,5,14,0
8132,Operations,Female,44,Bachelor,1,Analyst,102215.41,2,No,2,3,2,18,0
8133,HR,Male,42,Bachelor,27,Consultant,30759.59,96,No,3,4,5,0,0
8134,HR,Male,32,Master,27,Executive,144230.16,93,No,4,4,5,3,0
8135,Operations,Female,40,Bachelor,7,Engineer,147174.9,48,Yes,4,4,2,25,0
8136,Sales,Female,49,PhD,24,Engineer,70360.87,48,No,3,2,1,10,0
8137,Sales,Female,59,PhD,29,Executive,21000.29,98,No,3,1,5,6,0
8138,IT,Male,25,Bachelor,20,Analyst,96768.21,76,No,1,1,5,10,0
8139,Operations,Female,43,PhD,12,Engineer,21220.94,74,Yes,3,2,3,13,0
8140,Finance,Female,39,Master,0,Consultant,144174.59,82,Yes,3,4,3,23,1
8141,Operations,Male,47,High School,20,Engineer,70636.59,48,No,1,4,5,25,0
8142,Sales,Male,30,High School,8,Consultant,133320.14,61,Yes,4,2,5,19,0
8143,HR,Female,59,Bachelor,10,Executive,95903.12,32,No,2,1,1,15,0
8144,Marketing,Female,22,High School,23,Consultant,108383.35,45,No,3,4,3,6,0
8145,IT,Male,52,Master,7,Engineer,59444.06,43,Yes,4,2,1,4,0
8146,HR,Male,32,High School,6,Analyst,99781.24,67,No,2,3,4,17,0
8147,Operations,Female,42,High School,16,Engineer,140696.11,74,Yes,3,4,5,19,1
8148,IT,Female,45,High School,28,Manager,138873.7,72,Yes,4,1,5,29,0
8149,HR,Female,24,High School,24,Analyst,32851.33,19,No,1,4,4,21,0
8150,HR,Female,46,High School,16,Manager,43622.19,57,No,4,2,1,19,0
8151,HR,Female,52,High School,12,Executive,40102.7,96,No,1,2,5,9,0
8152,Sales,Male,26,Master,4,Executive,48612.3,57,No,4,1,5,4,1
8153,IT,Male,42,High School,1,Executive,29563.8,91,Yes,1,1,2,17,0
8154,IT,Male,32,High School,3,Executive,34077.15,68,Yes,4,2,2,16,0
8155,Finance,Male,59,High School,4,Engineer,116423.53,42,No,3,1,5,20,0
8156,IT,Female,29,Master,28,Engineer,47071.0,37,No,4,4,1,4,0
8157,Operations,Male,50,Master,23,Analyst,98303.13,51,No,4,4,1,11,1
8158,IT,Female,47,Master,27,Manager,136775.03,41,No,3,3,1,26,1
8159,Marketing,Male,21,Bachelor,28,Executive,108615.77,76,No,3,1,1,10,0
8160,Sales,Male,57,PhD,17,Analyst,134649.4,39,No,3,3,4,25,0
8161,IT,Female,33,Bachelor,26,Engineer,70383.94,63,No,1,1,1,18,0
8162,HR,Female,45,Bachelor,2,Engineer,65757.14,84,Yes,2,4,2,2,0
8163,IT,Male,31,High School,15,Engineer,53378.04,76,No,3,2,5,7,0
8164,Sales,Male,30,Bachelor,1,Manager,107318.97,28,No,4,3,5,25,1
8165,IT,Male,23,PhD,10,Engineer,117314.45,16,No,1,3,3,10,1
8166,Sales,Male,59,Master,25,Engineer,133268.47,44,Yes,4,4,3,9,0
8167,HR,Male,51,PhD,7,Analyst,79759.02,81,No,3,1,3,19,0
8168,Operations,Female,55,High School,0,Manager,47345.19,39,No,4,2,1,19,1
8169,Finance,Male,52,Master,8,Manager,38634.44,47,Yes,4,4,2,11,0
8170,HR,Female,59,Master,8,Engineer,145816.2,14,No,1,4,1,22,0
8171,Sales,Female,57,Master,12,Consultant,63876.02,52,No,1,4,3,27,0
8172,IT,Female,29,Master,26,Manager,124326.8,45,No,3,4,1,22,0
8173,Marketing,Female,40,Bachelor,24,Manager,111639.74,9,No,2,2,1,25,0
8174,Finance,Female,41,High School,7,Consultant,134472.08,16,Yes,1,3,1,2,0
8175,Finance,Male,57,Bachelor,1,Analyst,21428.05,41,No,3,3,3,16,0
8176,Finance,Female,28,Master,19,Analyst,31938.01,8,No,4,4,2,4,0
8177,Operations,Male,33,High School,15,Engineer,58998.04,39,No,4,1,4,26,0
8178,Finance,Male,51,Master,18,Engineer,89460.23,65,Yes,3,2,2,7,0
8179,Sales,Male,37,Master,29,Manager,57391.89,72,No,2,4,5,0,1
8180,Finance,Male,57,High School,2,Executive,78842.5,18,Yes,2,3,1,9,0
8181,Finance,Female,40,High School,23,Analyst,95264.03,1,No,2,4,5,26,1
8182,HR,Female,32,High School,22,Consultant,114385.42,18,No,4,2,4,3,0
8183,Sales,Female,50,Bachelor,24,Consultant,30915.54,23,No,4,3,5,4,0
8184,Operations,Male,37,PhD,1,Consultant,72886.06,35,No,2,3,4,25,1
8185,HR,Male,24,Bachelor,14,Manager,49552.18,0,Yes,4,3,2,11,0
8186,Finance,Male,22,High School,3,Manager,92756.79,93,Yes,3,4,4,25,0
8187,Marketing,Male,52,PhD,2,Manager,82533.15,71,No,2,3,4,26,0
8188,IT,Female,38,Master,4,Analyst,49861.37,38,Yes,1,4,2,4,0
8189,Operations,Female,27,Bachelor,14,Analyst,63215.75,90,No,2,1,2,27,0
8190,Marketing,Male,28,High School,10,Analyst,144660.89,46,No,2,3,2,19,0
8191,Finance,Female,21,Bachelor,10,Executive,145392.98,65,No,4,4,5,2,0
8192,IT,Male,29,High School,7,Executive,81737.39,59,No,3,3,1,24,0
8193,Sales,Male,45,Master,24,Engineer,112702.21,48,No,2,3,2,9,0
8194,Marketing,Male,39,High School,22,Executive,65541.57,4,Yes,4,3,4,15,0
8195,Operations,Female,54,High School,13,Analyst,62715.14,86,Yes,4,1,1,7,0
8196,Operations,Male,22,Master,20,Engineer,71022.24,62,No,3,1,4,22,0
8197,Marketing,Male,22,Bachelor,14,Consultant,40096.4,72,No,4,4,3,27,0
8198,Finance,Female,36,High School,1,Manager,21985.77,20,No,1,4,5,25,1
8199,Sales,Female,49,Master,1,Engineer,96977.6,82,No,4,1,1,10,0
8200,Marketing,Female,42,Bachelor,20,Consultant,109793.13,89,Yes,4,1,3,17,0
8201,Sales,Male,31,Bachelor,7,Executive,32046.37,92,Yes,2,1,2,27,0
8202,Operations,Female,56,Bachelor,6,Executive,24809.96,22,No,3,1,1,15,0
8203,Marketing,Male,58,Master,25,Executive,57147.72,29,No,3,2,3,8,0
8204,Marketing,Female,26,PhD,27,Engineer,146237.34,36,Yes,2,4,5,8,0
8205,Sales,Female,27,High School,28,Consultant,107505.23,51,Yes,3,1,1,22,0
8206,IT,Female,51,High School,0,Analyst,85510.13,28,No,2,1,5,15,0
8207,Operations,Male,58,PhD,7,Analyst,79557.83,3,Yes,1,4,2,18,1
8208,HR,Female,29,Bachelor,21,Consultant,81426.54,30,Yes,4,1,2,13,0
8209,IT,Male,33,Bachelor,21,Manager,26540.56,30,Yes,3,4,1,20,0
8210,Operations,Female,24,Bachelor,28,Consultant,101346.44,44,No,3,4,2,26,1
8211,Finance,Male,21,Master,26,Executive,73745.19,9,No,3,3,2,5,0
8212,Marketing,Male,46,High School,23,Consultant,75133.18,52,No,3,1,1,26,0
8213,Marketing,Female,29,Master,25,Analyst,149316.2,19,Yes,1,1,5,8,0
8214,Sales,Female,23,PhD,1,Analyst,79589.91,63,Yes,3,4,3,16,0
8215,HR,Male,25,PhD,21,Engineer,83807.79,16,Yes,2,1,5,23,0
8216,Sales,Male,40,Bachelor,16,Executive,88582.95,99,No,4,2,4,3,0
8217,Operations,Male,37,PhD,3,Executive,75112.33,98,No,4,1,1,21,0
8218,IT,Male,46,Bachelor,21,Manager,42251.07,42,No,4,4,5,8,0
8219,IT,Female,40,High School,4,Consultant,82696.11,28,No,1,4,3,10,0
8220,Sales,Female,30,Bachelor,25,Engineer,25428.66,87,Yes,4,3,3,27,0
8221,IT,Male,39,Master,7,Consultant,85370.07,3,Yes,2,1,2,14,0
8222,HR,Male,58,PhD,29,Consultant,103710.24,84,No,4,4,4,5,0
8223,Operations,Male,57,Master,4,Executive,44729.8,18,Yes,1,3,4,18,0
8224,Marketing,Female,56,Master,14,Executive,48274.58,26,No,1,1,3,12,0
8225,Operations,Female,23,High School,16,Executive,80810.29,51,No,4,1,4,27,0
8226,Sales,Female,41,Master,5,Analyst,33919.2,20,Yes,4,4,5,11,0
8227,Finance,Male,38,Bachelor,3,Engineer,119941.87,34,No,4,2,2,20,0
8228,Marketing,Male,50,Bachelor,11,Consultant,116703.05,28,Yes,1,3,3,9,1
8229,Operations,Female,43,Bachelor,24,Analyst,129403.59,96,No,3,4,5,8,0
